hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:49247	ERVW-8	endogenous retrovirus group W member 8	other	endogenous retrovirus	Approved	1p22.2	01p22.2				endogenous retrovirus group W, member 8			2013-10-21		2015-12-16	2015-12-16	106144559				HG421044																															
HGNC:49248	ERVW-9	endogenous retrovirus group W member 9	other	endogenous retrovirus	Approved	1q25.2	01q25.2				endogenous retrovirus group W, member 9			2013-10-21		2015-12-16	2015-12-16	106699568				HG421045																															
HGNC:49249	ERVW-10	endogenous retrovirus group W member 10	other	endogenous retrovirus	Approved	1q32.1	01q32.1				endogenous retrovirus group W, member 10			2013-10-21		2015-12-16	2015-12-16	106144579				HG421046																															
HGNC:49250	ERVW-11	endogenous retrovirus group W member 11	other	endogenous retrovirus	Approved	1q42.13	01q42.13				endogenous retrovirus group W, member 11			2013-10-21		2015-12-16	2015-12-16	106144560				HG421047																															
HGNC:49251	ERVW-12	endogenous retrovirus group W member 12	other	endogenous retrovirus	Approved	2p16.2	02p16.2				endogenous retrovirus group W, member 12			2013-10-21		2015-12-16	2015-12-16	106144580				HG421048																															
HGNC:49252	ERVW-13	endogenous retrovirus group W member 13	other	endogenous retrovirus	Approved	2q13	02q13				endogenous retrovirus group W, member 13			2013-10-21		2015-12-16	2015-12-16	106144576				HG421049																															
HGNC:49253	ERVW-14	endogenous retrovirus group W member 14	other	endogenous retrovirus	Approved	2q31.2	02q31.2				endogenous retrovirus group W, member 14			2013-10-21		2015-12-16	2015-12-16	106144561				HG421050																															
HGNC:49254	ERVW-15	endogenous retrovirus group W member 15	other	endogenous retrovirus	Approved	4p16.1	04p16.1				endogenous retrovirus group W, member 15			2013-10-21		2015-12-16	2015-12-16	106144597				HG421053																															
HGNC:49255	ERVW-16	endogenous retrovirus group W member 16	other	endogenous retrovirus	Approved	4q28.3	04q28.3				endogenous retrovirus group W, member 16			2013-10-21		2015-12-16	2015-12-16	106144581				HG421054																															
HGNC:49256	ERVW-17	endogenous retrovirus group W member 17	other	endogenous retrovirus	Approved	6q21	06q21				endogenous retrovirus group W, member 17			2013-10-21		2015-12-16	2015-12-16	106144567				HG421036																															
HGNC:49306	ERVW-18	endogenous retrovirus group W member 18	other	endogenous retrovirus	Approved	6q24.2	06q24.2				endogenous retrovirus group W, member 18			2013-10-21		2015-12-16	2015-12-16	106144562				HG421056																															
HGNC:49307	ERVW-19	endogenous retrovirus group W member 19	other	endogenous retrovirus	Approved	6q27	06q27				endogenous retrovirus group W, member 19			2013-10-21		2015-12-16	2015-12-16	106144571				HG421057																															
HGNC:49308	ERVW-20	endogenous retrovirus group W member 20	other	endogenous retrovirus	Approved	8q21.11	08q21.11				endogenous retrovirus group W, member 20			2013-10-21		2015-12-16	2015-12-16	106144604				HG421059																															
HGNC:49309	ERVW-21	endogenous retrovirus group W member 21	other	endogenous retrovirus	Approved	8q21.13	08q21.13				endogenous retrovirus group W, member 21			2013-10-21		2015-12-16	2015-12-16	106144587				HG421060																															
HGNC:49310	ERVW-22	endogenous retrovirus group W member 22	other	endogenous retrovirus	Approved	9p13.3	09p13.3				endogenous retrovirus group W, member 22			2013-10-21		2015-12-16	2015-12-16	106144563				HG421061																															
HGNC:49311	ERVW-23	endogenous retrovirus group W member 23	other	endogenous retrovirus	Approved	12p13.31	12p13.31				endogenous retrovirus group W, member 23			2013-10-21		2015-12-16	2015-12-16	106144603				HG421062																															
HGNC:49312	ERVW-24	endogenous retrovirus group W member 24	other	endogenous retrovirus	Approved	12q13.13	12q13.13				endogenous retrovirus group W, member 24			2013-10-21		2015-12-16	2015-12-16	106144564				HG421038																															
HGNC:49313	ERVW-25	endogenous retrovirus group W member 25	other	endogenous retrovirus	Approved	13q13.3	13q13.3				endogenous retrovirus group W, member 25			2013-10-21		2015-12-16	2015-12-16	106144605				HG421063																															
HGNC:49314	ERVW-26	endogenous retrovirus group W member 26	other	endogenous retrovirus	Approved	14q21.3	14q21.3				endogenous retrovirus group W, member 26			2013-10-21		2015-12-16	2015-12-16	106144572				HG421039																															
HGNC:49315	ERVW-27	endogenous retrovirus group W member 27	other	endogenous retrovirus	Approved	14q32.12	14q32.12				endogenous retrovirus group W, member 27			2013-10-21		2015-12-16	2015-12-16	106144565				HG421064																															
HGNC:49316	ERVW-28	endogenous retrovirus group W member 28	other	endogenous retrovirus	Approved	17q12b	17q12b				endogenous retrovirus group W, member 28			2013-10-21		2015-12-16	2015-12-16	105694156				HG421041																															
HGNC:49378	ERVW-29	endogenous retrovirus group W member 29	other	endogenous retrovirus	Approved	18p11.21	18p11.21				endogenous retrovirus group W, member 29			2013-10-21		2015-12-16	2015-12-16	106144583				HG421066																															
