HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Alias symbols	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:52765	PSD2-AS1	PSD2 antisense RNA 1	Approved	RNA, long non-coding			5q31.2	101929696	ENSG00000249131	OTTHUMG00000163335	1987	Antisense RNAs
HGNC:56358	PSG11-AS1	PSG11, PSG2 and PSG5 antisense RNA 1	Approved	RNA, long non-coding		AC004784.1, CTC-490G23.6	19q13.31	127379750	ENSG00000282943		1987	Antisense RNAs
HGNC:52550	PSG8-AS1	PSG8 antisense RNA 1	Approved	RNA, long non-coding			19q13.2	100289650	ENSG00000225877	OTTHUMG00000151551	1987	Antisense RNAs
HGNC:26445	PSMA3-AS1	PSMA3 antisense RNA 1	Approved	RNA, long non-coding		FLJ31306	14q23.1	379025	ENSG00000257621	OTTHUMG00000171179	1987	Antisense RNAs
HGNC:39758	PSMB8-AS1	PSMB8 antisense RNA 1 (head to head)	Approved	RNA, long non-coding	TAPSAR1	XXbac-BPG246D15.8, TAP1-AS1	6p21.32	100507463	ENSG00000204261	OTTHUMG00000140123	1987	Antisense RNAs
HGNC:40480	PSMD6-AS1	PSMD6 antisense RNA 1	Approved	RNA, long non-coding		ENST00000462717, lnc00462717	3p14.1	109729140	ENSG00000243410	OTTHUMG00000158762	1987	Antisense RNAs
HGNC:44125	PSMD6-AS2	PSMD6 antisense RNA 2	Approved	RNA, long non-coding			3p14.1	100507062	ENSG00000239653	OTTHUMG00000158764	1987	Antisense RNAs
HGNC:22230	PSMG3-AS1	PSMG3 antisense RNA 1 (head to head)	Approved	RNA, long non-coding		KIAA1908	7p22.3	114796	ENSG00000230487	OTTHUMG00000151452	1987	Antisense RNAs
HGNC:52951	PSPC1-AS2	PSPC1 antisense RNA 2	Approved	RNA, long non-coding		RP11-523H24.3	13q12.11	109729130	ENSG00000226352	OTTHUMG00000016499	1987	Antisense RNAs
HGNC:37703	PTCHD1-AS	PTCHD1 antisense RNA (head to head)	Approved	RNA, long non-coding		PTCHD1AS1, PTCHD1AS2, DDX53-AS1	Xp22.11	100873065	ENSG00000233067	OTTHUMG00000021249	1987	Antisense RNAs
HGNC:48773	PTENP1-AS	PTENP1 antisense RNA	Approved	RNA, long non-coding		PTENpg1-asRNA	9p13.3	101243555	ENSG00000281128	OTTHUMG00000189560	1987	Antisense RNAs
HGNC:48711	PTGES2-AS1	PTGES2 antisense RNA 1 (head to head)	Approved	RNA, long non-coding			9q34.11	389791	ENSG00000232850	OTTHUMG00000187229	1987	Antisense RNAs
HGNC:44174	PTOV1-AS1	PTOV1 antisense RNA 1	Approved	RNA, long non-coding			19q13.33	100506033	ENSG00000268006	OTTHUMG00000183257	1987	Antisense RNAs
HGNC:51284	PTOV1-AS2	PTOV1 antisense RNA 2	Approved	RNA, long non-coding			19q13.33	101928378	ENSG00000269352	OTTHUMG00000183259	1987	Antisense RNAs
HGNC:49753	PTPRD-AS1	PTPRD antisense RNA 1	Approved	RNA, long non-coding			9p24.1	101929407	ENSG00000225706	OTTHUMG00000019543	1987	Antisense RNAs
HGNC:44638	PTPRG-AS1	PTPRG antisense RNA 1	Approved	RNA, long non-coding			3p14.2	100506994	ENSG00000241472	OTTHUMG00000158657	1987	Antisense RNAs
HGNC:50634	PTPRJ-AS1	PTPRJ antisense RNA 1	Approved	RNA, long non-coding			11p11.2	104326192	ENSG00000254879	OTTHUMG00000166634	1987	Antisense RNAs
HGNC:40484	PTPRK-AS1	PTPRK antisense RNA 1	Approved	RNA, long non-coding			6q22.33	101928140	ENSG00000227945	OTTHUMG00000015535	1987	Antisense RNAs
HGNC:40488	PTPRN2-AS1	PTPRN2 antisense RNA 1	Approved	RNA, long non-coding			7q36.3	100506585	ENSG00000233038	OTTHUMG00000152644	1987	Antisense RNAs
HGNC:56210	PTPRS-AS1	PTPRS antisense RNA 1	Approved	RNA, long non-coding		CTC-482H14.5	19p13.3	125177377	ENSG00000267550		1987	Antisense RNAs
HGNC:40491	PTPRT-AS1	PTPRT antisense RNA 1	Approved	RNA, long non-coding			20q12	101927138	ENSG00000227599	OTTHUMG00000032495	1987	Antisense RNAs
HGNC:40706	PUS1-AS1	PUS1 antisense RNA 1	Approved	RNA, long non-coding		AC131009.1	12q24.33	107984455	ENSG00000255992	OTTHUMG00000168249	1987	Antisense RNAs
HGNC:44123	PXN-AS1	PXN antisense RNA 1	Approved	RNA, long non-coding		EyeLinc4	12q24.23	100506649	ENSG00000255857	OTTHUMG00000169166	1987	Antisense RNAs
HGNC:45036	PYCARD-AS1	PYCARD antisense RNA 1	Approved	RNA, long non-coding	C16orf98, PYCARDOS		16p11.2	100652740	ENSG00000261359	OTTHUMG00000132405	1987	Antisense RNAs
HGNC:56889	PYCR1-AS1	PYCR1 antisense RNA 1	Approved	RNA, long non-coding		RP11-498C9.13	17q25.3	132069525	ENSG00000263585		1987	Antisense RNAs
HGNC:52874	PYDC2-AS1	PYDC2 antisense RNA 1	Approved	RNA, long non-coding		LINCR-0002	3q28	103344926	ENSG00000223812	OTTHUMG00000156168	1987	Antisense RNAs
HGNC:55250	PYGO2-AS1	PYGO2 and SHC1 antisense RNA 1	Approved	RNA, long non-coding		AL451085.2	1q21.3	101928120	ENSG00000271380		1987	Antisense RNAs
HGNC:55830	R3HDML-AS1	R3HDML antisense RNA 1	Approved	RNA, long non-coding		RP5-881L22.5	20q13.12	105372629	ENSG00000226812		1987	Antisense RNAs
HGNC:44178	RAB11B-AS1	RAB11B antisense RNA 1	Approved	RNA, long non-coding		MIR4999HG	19p13.2	100507567	ENSG00000269386	OTTHUMG00000182274	1987	Antisense RNAs
HGNC:55153	RAB33B-AS1	RAB33B antisense RNA 1	Approved	RNA, long non-coding			4q31.1	107984036	ENSG00000273247		1987	Antisense RNAs
HGNC:56348	RAB35-AS1	RAB35 antisense RNA 1	Approved	RNA, long non-coding		AC004812.2	12q24.23	127138862	ENSG00000277283		1987	Antisense RNAs
HGNC:55934	RAB4A-AS1	RAB4A antisense RNA 1	Approved	RNA, long non-coding			1q42.13	105373159	ENSG00000177788		1987	Antisense RNAs
HGNC:55289	RAB5C-AS1	RAB5C antisense RNA 1	Approved	RNA, long non-coding			17q21.2	105371781	ENSG00000267658		1987	Antisense RNAs
HGNC:49278	RAB6C-AS1	RAB6C antisense RNA 1	Approved	RNA, long non-coding			2q21.1	100131320	ENSG00000225449	OTTHUMG00000153499	1987	Antisense RNAs
HGNC:41057	RABGAP1L-AS1	RABGAP1L antisense RNA 1	Approved	RNA, long non-coding			1q25.1	101928696	ENSG00000229531	OTTHUMG00000034940	1987	Antisense RNAs
HGNC:32158	RAD21-AS1	RAD21 antisense RNA 1	Approved	RNA, long non-coding	C8orf81, NCRNA00255		8q24.11	644660	ENSG00000253327	OTTHUMG00000164960	1987	Antisense RNAs
HGNC:48621	RAD51-AS1	RAD51 antisense RNA 1	Approved	RNA, long non-coding		TODRA	15q15.1	100505648	ENSG00000245849	OTTHUMG00000166119	1987	Antisense RNAs
HGNC:48994	RAET1E-AS1	RAET1E antisense RNA 1	Approved	RNA, long non-coding		RAET1G-AS1	6q25.1	100652739	ENSG00000223701	OTTHUMG00000015804	1987	Antisense RNAs
HGNC:40496	RAI1-AS1	RAI1 antisense RNA 1	Approved	RNA, long non-coding			17p11.2	100861516	ENSG00000237328	OTTHUMG00000059315	1987	Antisense RNAs
HGNC:55163	RALGPS2-AS1	RALGPS2 antisense RNA 1	Approved	RNA, long non-coding		lnc-ANGPTL1-3	1q25.2	646976	ENSG00000273062		1987	Antisense RNAs
HGNC:50743	RALY-AS1	RALY antisense RNA 1	Approved	RNA, long non-coding			20q11.22	101926888	ENSG00000285230	OTTHUMG00000032279	1987	Antisense RNAs
HGNC:44358	RAMP2-AS1	RAMP2 antisense RNA 1	Approved	RNA, long non-coding			17q21.2	100190938	ENSG00000197291	OTTHUMG00000180647	1987	Antisense RNAs
HGNC:40957	RAP2C-AS1	RAP2C antisense RNA 1	Approved	RNA, long non-coding			Xq26.2	101928578	ENSG00000232160	OTTHUMG00000022425	1987	Antisense RNAs
HGNC:28081	RAPGEF4-AS1	RAPGEF4 antisense RNA 1	Approved	RNA, long non-coding			2q31.1	91149	ENSG00000228016	OTTHUMG00000154091	1987	Antisense RNAs
HGNC:49577	RARA-AS1	RARA antisense RNA 1	Approved	RNA, long non-coding			17q21.2	101929693	ENSG00000265666	OTTHUMG00000179631	1987	Antisense RNAs
HGNC:54077	RARB-AS1	RARB antisense RNA 1	Approved	RNA, long non-coding			3p24.2	105376997			1987	Antisense RNAs
HGNC:44170	RASAL2-AS1	RASAL2 antisense RNA 1	Approved	RNA, long non-coding			1q25.2	100302401	ENSG00000224687	OTTHUMG00000040865	1987	Antisense RNAs
HGNC:40499	RASGRF2-AS1	RASGRF2 antisense RNA 1	Approved	RNA, long non-coding		CTC-459I6.1	5q14.1	102524628	ENSG00000251450	OTTHUMG00000162539	1987	Antisense RNAs
HGNC:40689	RASGRP3-AS1	RASGRP3 antisense RNA 1	Approved	RNA, long non-coding			2p22.3	105374454	ENSG00000237133	OTTHUMG00000152537	1987	Antisense RNAs
HGNC:49091	RASSF1-AS1	RASSF1 antisense RNA 1	Approved	RNA, long non-coding		ANRASSF1	3p21.3	102060282	ENSG00000281358	OTTHUMG00000189572	1987	Antisense RNAs
HGNC:48637	RASSF8-AS1	RASSF8 antisense RNA 1	Approved	RNA, long non-coding			12p12.1	100506451	ENSG00000246695	OTTHUMG00000169126	1987	Antisense RNAs
HGNC:28818	RBM12B-AS1	RBM12B antisense RNA 1	Approved	RNA, long non-coding	C8orf39	PRO1905	8q22.1	55472	ENSG00000279331	OTTHUMG00000187194	1987	Antisense RNAs
HGNC:53636	RBM15-AS1	RBM15 antisense RNA 1	Approved	RNA, long non-coding		AS-RBM15	1p13.3	440600	ENSG00000227963	OTTHUMG00000011283	1987	Antisense RNAs
HGNC:55437	RBM25-AS1	RBM25 antisense RNA 1	Approved	RNA, long non-coding			14q24.2	105370560	ENSG00000258813		1987	Antisense RNAs
HGNC:39805	RBM26-AS1	RBM26 antisense RNA 1	Approved	RNA, long non-coding			13q31.1	100505538	ENSG00000227354	OTTHUMG00000017131	1987	Antisense RNAs
HGNC:40725	RBM38-AS1	RBM38 antisense RNA 1	Approved	RNA, long non-coding			20q13.31	100291105	ENSG00000218018	OTTHUMG00000134335	1987	Antisense RNAs
HGNC:48871	RBM5-AS1	RBM5 antisense RNA 1	Approved	RNA, long non-coding		LUST	3p21.31	100775107	ENSG00000281691	OTTHUMG00000189567	1987	Antisense RNAs
HGNC:39987	RBMS3-AS1	RBMS3 antisense RNA 1	Approved	RNA, long non-coding			3p24.1	100873977	ENSG00000235593	OTTHUMG00000155691	1987	Antisense RNAs
HGNC:39988	RBMS3-AS2	RBMS3 antisense RNA 2	Approved	RNA, long non-coding			3p24.1	100873978	ENSG00000203506	OTTHUMG00000155692	1987	Antisense RNAs
HGNC:39989	RBMS3-AS3	RBMS3 antisense RNA 3	Approved	RNA, long non-coding			3p24.1	100873979	ENSG00000235904	OTTHUMG00000155693	1987	Antisense RNAs
HGNC:48721	RBPMS-AS1	RBPMS antisense RNA 1	Approved	RNA, long non-coding		TP53LC06	8p12	100128750	ENSG00000254109	OTTHUMG00000163930	1987	Antisense RNAs
HGNC:41262	RCC2-AS1	RCC2 antisense RNA 1	Approved	RNA, long non-coding		LCPAT1, ENST00000439577	1p36.13	114515514	ENSG00000227751	OTTHUMG00000037449	1987	Antisense RNAs
HGNC:54811	RCCD1-AS1	RCCD1 and UNC45A antisense RNA 1	Approved	RNA, long non-coding			15q26.1	116435297	ENSG00000258384		1987	Antisense RNAs
HGNC:51658	RDH10-AS1	RDH10 antisense RNA 1	Approved	RNA, long non-coding			8q21.11	101926926	ENSG00000250295	OTTHUMG00000164493	1987	Antisense RNAs
HGNC:41201	REPIN1-AS1	REPIN1 antisense RNA 1	Approved	RNA, long non-coding			7q36.1	105375563	ENSG00000240449	OTTHUMG00000158322	1987	Antisense RNAs
HGNC:40501	RERE-AS1	RERE antisense RNA 1	Approved	RNA, long non-coding			1p36.23	102724552	ENSG00000232912	OTTHUMG00000001772	1987	Antisense RNAs
HGNC:39990	RERG-AS1	RERG antisense RNA 1	Approved	RNA, long non-coding			12p12.3	100873980	ENSG00000255660	OTTHUMG00000168747	1987	Antisense RNAs
HGNC:55551	RETREG1-AS1	RETREG1 antisense RNA 1	Approved	RNA, long non-coding			5p15.1	101929524	ENSG00000246214		1987	Antisense RNAs
HGNC:40503	RFX5-AS1	RFX5 antisense RNA 1	Approved	RNA, long non-coding		GBAT2	1q21.3	101927886	ENSG00000237976	OTTHUMG00000012496	1987	Antisense RNAs
HGNC:48666	RGMB-AS1	RGMB antisense RNA 1	Approved	RNA, long non-coding			5q15	503569	ENSG00000246763	OTTHUMG00000162743	1987	Antisense RNAs
HGNC:49273	RGPD4-AS1	RGPD4 antisense RNA 1 (head to head)	Approved	RNA, long non-coding			2q12.3	729121	ENSG00000230651	OTTHUMG00000153314	1987	Antisense RNAs
HGNC:49018	RGS2-AS1	RSG2 antisense RNA 1	Approved	RNA, long non-coding	LINC01032		1q31.2	102724954		OTTHUMG00000041137	1987	Antisense RNAs
HGNC:40504	RGS5-AS1	RGS5 antisense RNA 1	Approved	RNA, long non-coding			1q23.3	101928404	ENSG00000232892	OTTHUMG00000033126	1987	Antisense RNAs
HGNC:40816	RHOQ-AS1	RHOQ antisense RNA 1	Approved	RNA, long non-coding			2p21	100506142	ENSG00000250116	OTTHUMG00000164842	1987	Antisense RNAs
HGNC:51582	RHOXF1-AS1	RHOXF1 antisense RNA 1	Approved	RNA, long non-coding			Xq24	101928969	ENSG00000258545	OTTHUMG00000171158	1987	Antisense RNAs
HGNC:28457	RHPN1-AS1	RHPN1 antisense RNA 1 (head to head)	Approved	RNA, long non-coding	C8orf51	MGC3113	8q24.3	78998	ENSG00000254389	OTTHUMG00000165005	1987	Antisense RNAs
HGNC:40760	RIPOR3-AS1	RIPOR3 antisense RNA 1	Approved	RNA, long non-coding			20q13.13	100506175	ENSG00000234693	OTTHUMG00000032727	1987	Antisense RNAs
HGNC:41150	RMDN2-AS1	RMDN2 antisense RNA 1	Approved	RNA, long non-coding			2p22.2	101410544	ENSG00000235848	OTTHUMG00000152578	1987	Antisense RNAs
HGNC:27381	RNASE11-AS1	RNASE11 and RNASE12 antisense RNA 1	Approved	RNA, long non-coding			14q11.2	254028	ENSG00000258573		1987	Antisense RNAs
HGNC:39967	RNASEH2B-AS1	RNASEH2B antisense RNA 1	Approved	RNA, long non-coding			13q14.3	100874255	ENSG00000233672	OTTHUMG00000016938	1987	Antisense RNAs
HGNC:44127	RNF157-AS1	RNF157 antisense RNA 1	Approved	RNA, long non-coding			17q25.1	100507218	ENSG00000267128		1987	Antisense RNAs
HGNC:41161	RNF185-AS1	RNF185 antisense RNA 1	Approved	RNA, long non-coding			22q12.2	100852405	ENSG00000254835	OTTHUMG00000166845	1987	Antisense RNAs
HGNC:41127	RNF186-AS1	RNF186 antisense RNA 1	Approved	RNA, long non-coding			1p36.13	121847981	ENSG00000235434	OTTHUMG00000002710	1987	Antisense RNAs
HGNC:41286	RNF207-AS1	RNF207 antisense RNA 1	Approved	RNA, long non-coding			1p36.31	102724450	ENSG00000226944	OTTHUMG00000041452	1987	Antisense RNAs
HGNC:54402	RNF213-AS1	RNF213 antisense RNA 1	Approved	RNA, long non-coding			17q25.3	100294362	ENSG00000263069		1987	Antisense RNAs
HGNC:50866	RNF217-AS1	RNF217 antisense RNA 1 (head to head)	Approved	RNA, long non-coding		STL	6q22.31	7955	ENSG00000236548	OTTHUMG00000015501	1987	Antisense RNAs
HGNC:40798	RNF32-AS1	RNF32 antisense RNA 1	Approved	RNA, long non-coding			7q36.3	101927858	ENSG00000224903	OTTHUMG00000151509	1987	Antisense RNAs
HGNC:39984	ROPN1L-AS1	ROPN1L antisense RNA 1	Approved	RNA, long non-coding			5p15.2	100505845	ENSG00000250600	OTTHUMG00000162052	1987	Antisense RNAs
HGNC:40508	ROR1-AS1	ROR1 antisense RNA 1	Approved	RNA, long non-coding			1p31.3	101927034	ENSG00000223949	OTTHUMG00000009024	1987	Antisense RNAs
HGNC:51410	RORA-AS1	RORA antisense RNA 1	Approved	RNA, long non-coding			15q22.2	101928784	ENSG00000245534	OTTHUMG00000172103	1987	Antisense RNAs
HGNC:51411	RORA-AS2	RORA antisense RNA 2	Approved	RNA, long non-coding			15q22.2	100996876	ENSG00000259482	OTTHUMG00000172106	1987	Antisense RNAs
HGNC:49803	RORB-AS1	RORB antisense RNA 1	Approved	RNA, long non-coding			9q21.13	103752585	ENSG00000224825	OTTHUMG00000020025	1987	Antisense RNAs
HGNC:45238	C10orf95-AS1	C10orf95 antisense RNA 1	Approved	RNA, long non-coding	RPARP-AS1		10q24.32	100505761	ENSG00000269609	OTTHUMG00000182529	1987	Antisense RNAs
HGNC:55345	RPH3AL-AS1	RPH3AL antisense RNA 1	Approved	RNA, long non-coding			17p13.3	100506388	ENSG00000262061		1987	Antisense RNAs
HGNC:56089	RPH3AL-AS2	RPH3AL antisense RNA 2	Approved	RNA, long non-coding			17p13.3	123706508	ENSG00000262294		1987	Antisense RNAs
HGNC:55914	RPL26L1-AS1	RPL26L1 antisense RNA 1	Approved	RNA, long non-coding			5q35.1	100268168	ENSG00000204758		1987	Antisense RNAs
HGNC:56064	RPL30-AS1	RPL30 antisense RNA 1	Approved	RNA, long non-coding		KB-1208A12.3, AP003352.1	8q22.2	123706519	ENSG00000245970		1987	Antisense RNAs
HGNC:40511	RPS6KA2-AS1	RPS6KA2 antisense RNA 1	Approved	RNA, long non-coding			6q27	100861523	ENSG00000231654	OTTHUMG00000016006	1987	Antisense RNAs
HGNC:53744	RPS6KB2-AS1	RPS6KB2 antisense RNA 1	Approved	RNA, long non-coding		AP003419.16	11q13.2	111216279	ENSG00000255949	OTTHUMG00000168038	1987	Antisense RNAs
HGNC:55445	RRAGAP1-AS1	RRAGAP1 antisense RNA 1	Approved	RNA, long non-coding			14q21.2	120766148	ENSG00000258633		1987	Antisense RNAs
HGNC:40512	RRM1-AS1	RRM1 antisense RNA 1	Approved	RNA, long non-coding			11p15.4	106478966	ENSG00000255276	OTTHUMG00000165304	1987	Antisense RNAs
HGNC:50573	RTCA-AS1	RTCA antisense RNA 1	Approved	RNA, long non-coding			1p21.2	100506007	ENSG00000224616	OTTHUMG00000040490	1987	Antisense RNAs
HGNC:40903	RUFY1-AS1	RUFY1 antisense RNA 1	Approved	RNA, long non-coding			5q35.3	101928445	ENSG00000244945	OTTHUMG00000163175	1987	Antisense RNAs
HGNC:51344	RUNDC3A-AS1	RUNDC3A antisense RNA 1	Approved	RNA, long non-coding			17q21.31	101926996	ENSG00000267750	OTTHUMG00000132629	1987	Antisense RNAs
HGNC:56821	RUNX1-AS1	RUNX1 antisense RNA 1	Approved	RNA, long non-coding			21q22.12	112267915	ENSG00000286153		1987	Antisense RNAs
HGNC:53512	RUNX2-AS1	RUNX2 antisense RNA 1	Approved	RNA, long non-coding			6p21.1	105375077	ENSG00000261080	OTTHUMG00000175917	1987	Antisense RNAs
HGNC:40513	RUNX3-AS1	RUNX3 antisense RNA 1	Approved	RNA, long non-coding			1p36.11	105376878	ENSG00000229162	OTTHUMG00000003322	1987	Antisense RNAs
HGNC:26680	RUSC1-AS1	RUSC1 antisense RNA 1	Approved	RNA, long non-coding	C1orf104	FLJ35976	1q22	284618	ENSG00000225855	OTTHUMG00000013912	1987	Antisense RNAs
HGNC:40514	RUVBL1-AS1	RUVBL1 antisense RNA 1	Approved	RNA, long non-coding			3q21.3	100874089	ENSG00000239608	OTTHUMG00000159660	1987	Antisense RNAs
HGNC:48910	RXYLT1-AS1	RXYLT1 antisense RNA 1	Approved	RNA, long non-coding	TMEM5-AS1		12q14.2	104169670	ENSG00000255850	OTTHUMG00000168731	1987	Antisense RNAs
HGNC:39835	SACS-AS1	SACS antisense RNA 1	Approved	RNA, long non-coding			13q12.12	100506680	ENSG00000229558	OTTHUMG00000016565	1987	Antisense RNAs
HGNC:30937	SAMD12-AS1	SAMD12 antisense RNA 1	Approved	RNA, long non-coding	C8orf26, NCRNA00252		8q24.12	552860	ENSG00000281641	OTTHUMG00000189550	1987	Antisense RNAs
HGNC:54803	SAMD4A-AS1	SAMD4A antisense RNA 1	Approved	RNA, long non-coding		lnc-GCH1-2:3	14q22.2	729451	ENSG00000285774		1987	Antisense RNAs
HGNC:39599	SAMSN1-AS1	SAMSN1 antisense RNA 1	Approved	RNA, long non-coding			21q11.2	100874190	ENSG00000223662	OTTHUMG00000074321	1987	Antisense RNAs
HGNC:56751	SAP30BP-AS1	SAP30BP antisense RNA 1	Approved	RNA, long non-coding			17q25.1	128667226	ENSG00000264270		1987	Antisense RNAs
HGNC:26760	SAP30L-AS1	SAP30L antisense RNA 1 (head to head)	Approved	RNA, long non-coding		FLJ38109, GALNT10-AS1	5q33.2	386627	ENSG00000245275	OTTHUMG00000163570	1987	Antisense RNAs
HGNC:39824	SAPCD1-AS1	SAPCD1 antisense RNA 1	Approved	RNA, long non-coding	C6orf26-AS1		6p21.33	104413891	ENSG00000235663	OTTHUMG00000137389	1987	Antisense RNAs
HGNC:50687	SATB1-AS1	SATB1 antisense RNA 1	Approved	RNA, long non-coding			3p24.3	101927777	ENSG00000228956	OTTHUMG00000155346	1987	Antisense RNAs
HGNC:26490	SATB2-AS1	SATB2 antisense RNA 1	Approved	RNA, long non-coding			2q33.1	150538	ENSG00000225953	OTTHUMG00000154470	1987	Antisense RNAs
HGNC:27438	SBF2-AS1	SBF2 antisense RNA 1	Approved	RNA, long non-coding			11p15.4	283104	ENSG00000246273	OTTHUMG00000165875	1987	Antisense RNAs
HGNC:54355	SBNO1-AS1	SBNO1 antisense RNA 1	Approved	RNA, long non-coding			12q24.31	112268105	ENSG00000256092		1987	Antisense RNAs
HGNC:50544	SCAMP1-AS1	SCAMP1 antisense RNA 1	Approved	RNA, long non-coding			5q14.1	728769	ENSG00000245556	OTTHUMG00000162481	1987	Antisense RNAs
HGNC:39895	SCEL-AS1	SCEL antisense RNA 1	Approved	RNA, long non-coding			13q22.3	104355296	ENSG00000224347	OTTHUMG00000017106	1987	Antisense RNAs
HGNC:40524	SCG5-AS1	SCG5 antisense RNA 1	Approved	RNA, long non-coding			15q13.3	105370757	ENSG00000241818	OTTHUMG00000159446	1987	Antisense RNAs
HGNC:54069	SCN1A-AS1	SCN1A and SCN9A antisense RNA 1	Approved	RNA, long non-coding			2q24.3	101929680	ENSG00000236107		1987	Antisense RNAs
HGNC:50601	SCOC-AS1	SCOC antisense RNA 1	Approved	RNA, long non-coding			4q31.1	100129858	ENSG00000196951	OTTHUMG00000161377	1987	Antisense RNAs
HGNC:16210	SCP2D1-AS1	SCP2D1 antisense RNA 1	Approved	RNA, long non-coding	C20orf78	dJ1068E13.1	20p11.23	100128496	ENSG00000149443	OTTHUMG00000031982	1987	Antisense RNAs
HGNC:40516	SCTR-AS1	SCTR antisense RNA 1	Approved	RNA, long non-coding			2q14.2	107105282	ENSG00000231013	OTTHUMG00000153309	1987	Antisense RNAs
HGNC:40635	SCUBE1-AS1	SCUBE1 antisense RNA 1	Approved	RNA, long non-coding			22q13.2	101927447	ENSG00000203527	OTTHUMG00000150677	1987	Antisense RNAs
HGNC:40633	SCUBE1-AS2	SCUBE1 antisense RNA 2	Approved	RNA, long non-coding			22q13.2	105373051	ENSG00000236272	OTTHUMG00000150678	1987	Antisense RNAs
HGNC:56671	SCUBE3-AS1	SCUBE3 antisense RNA 1	Approved	RNA, long non-coding		Z97832.2	6p21.31	101929285	ENSG00000272374		1987	Antisense RNAs
HGNC:41106	SDAD1-AS1	SDAD1 antisense RNA 1	Approved	RNA, long non-coding			4q21.1	101928809	ENSG00000245928	OTTHUMG00000160886	1987	Antisense RNAs
HGNC:44314	SDCBP2-AS1	SDCBP2 antisense RNA 1	Approved	RNA, long non-coding			20p13	100507495	ENSG00000234684	OTTHUMG00000031671	1987	Antisense RNAs
HGNC:40883	SDK1-AS1	SDK1 antisense RNA 1	Approved	RNA, long non-coding		AC073316.3	7p22.2	105375132	ENSG00000236708	OTTHUMG00000151736	1987	Antisense RNAs
HGNC:53213	SEC23A-AS1	SEC23A antisense RNA 1	Approved	RNA, long non-coding			14q21.1	105370458	ENSG00000258651	OTTHUMG00000170749	1987	Antisense RNAs
HGNC:44003	SEC24B-AS1	SEC24B antisense RNA 1	Approved	RNA, long non-coding		1/2-SBSRNA4	4q25	100533182	ENSG00000247950	OTTHUMG00000161048	1987	Antisense RNAs
HGNC:40586	SEC62-AS1	SEC62 antisense RNA 1	Approved	RNA, long non-coding			3q26.2	106478967	ENSG00000240373	OTTHUMG00000158754	1987	Antisense RNAs
HGNC:56048	SELENOO-AS1	SELENOO antisense RNA 1	Approved	RNA, long non-coding			22q13.33	105373095	ENSG00000273137		1987	Antisense RNAs
HGNC:49096	SEMA3B-AS1	SEMA3B antisense RNA 1 (head to head)	Approved	RNA, long non-coding			3p21.31	101928931	ENSG00000232352	OTTHUMG00000156955	1987	Antisense RNAs
HGNC:40518	SEMA3F-AS1	SEMA3F antisense RNA 1	Approved	RNA, long non-coding		RBM5-AS1	3p21.31	100129060	ENSG00000235016	OTTHUMG00000156795	1987	Antisense RNAs
HGNC:52973	SEMA5A-AS1	SEMA5A antisense RNA 1	Approved	RNA, long non-coding			5p15.31	101929338	ENSG00000251370	OTTHUMG00000161718	1987	Antisense RNAs
HGNC:51110	SEMA6A-AS1	SEMA6A antisense RNA 1	Approved	RNA, long non-coding			5q23.1	101927233	ENSG00000248445	OTTHUMG00000162986	1987	Antisense RNAs
HGNC:52754	SEMA6A-AS2	SEMA6A antisense RNA 2	Approved	RNA, long non-coding			5q23.1	105379132	ENSG00000249167	OTTHUMG00000162882	1987	Antisense RNAs
HGNC:27737	SEPSECS-AS1	SEPSECS antisense RNA 1 (head to head)	Approved	RNA, long non-coding			4p15.2	285540	ENSG00000281501	OTTHUMG00000189520	1987	Antisense RNAs
HGNC:51345	SEPTIN4-AS1	SEPTIN4 antisense RNA 1	Approved	RNA, long non-coding	SEPT4-AS1		17q22	101927688	ENSG00000264672	OTTHUMG00000179242	1987	Antisense RNAs
HGNC:56120	SERPINB9-AS1	SERPINB9 antisense RNA 1	Approved	RNA, long non-coding			6p25.2	101927730			1987	Antisense RNAs
HGNC:55281	SERTAD3-AS1	SERTAD3 antisense RNA 1	Approved	RNA, long non-coding			19q13.2	105372489	ENSG00000268366		1987	Antisense RNAs
HGNC:32019	SERTAD4-AS1	SERTAD4 antisense RNA 1	Approved	RNA, long non-coding	C1orf133		1q32.2	574036	ENSG00000203706	OTTHUMG00000036392	1987	Antisense RNAs
HGNC:40104	SETD4-AS1	SETD4 antisense RNA 1	Approved	RNA, long non-coding			21q22.12	105369295	ENSG00000236677	OTTHUMG00000086615	1987	Antisense RNAs
HGNC:40521	SEZ6L-AS1	SEZ6L antisense RNA 1	Approved	RNA, long non-coding			22q12.1	105372974	ENSG00000224192	OTTHUMG00000151346	1987	Antisense RNAs
HGNC:51589	SFTPD-AS1	SFTPD antisense RNA 1	Approved	RNA, long non-coding			10q22.3	105419997	ENSG00000273372	OTTHUMG00000186448	1987	Antisense RNAs
HGNC:49683	SGMS1-AS1	SGMS1 antisense RNA 1	Approved	RNA, long non-coding			10q11.23	104355295	ENSG00000226200	OTTHUMG00000018230	1987	Antisense RNAs
HGNC:41081	SGO1-AS1	SGO1 antisense RNA 1	Approved	RNA, long non-coding	SGOL1-AS1		3p24.3	100874028	ENSG00000231304	OTTHUMG00000155532	1987	Antisense RNAs
